event_ticker,market_ticker,checkpoint_offset_seconds,checkpoint_ts,model_probability,kalshi_yes_bid,kalshi_yes_ask,actual_result,kalshi_implied_vol,converted_dvol
KXBTCD-26SEP0916,KXBTCD-26SEP0916-T78299.99,600,1788983400,0.262314856391645,0.57,0.58,no,,0.39880000000000004
KXBTCD-26SEP0916,KXBTCD-26SEP0916-T78299.99,120,1788983880,0.09024484337721905,0.0,0.01,no,2640.74017715054,0.3987
KXBTCD-26SEP0915,KXBTCD-26SEP0915-T78199.99,3600,1788976800,0.9476413438121566,0.96,0.97,yes,0.35969050526693236,0.40159999999999996
KXBTCD-26SEP0915,KXBTCD-26SEP0915-T78199.99,1800,1788978600,0.9557795535047329,0.98,1.0,yes,0.29305675755377125,0.4
KXBTCD-26SEP0915,KXBTCD-26SEP0915-T78199.99,600,1788979800,0.9925223689665019,0.99,1.0,yes,0.3763944658696313,0.39840000000000003
KXBTCD-26SEP0915,KXBTCD-26SEP0915-T78199.99,120,1788980280,0.9999863675392202,0.99,1.0,yes,0.6477873225119904,0.3978
KXBTCD-26SEP0914,KXBTCD-26SEP0914-T78399.99,3600,1788973200,0.8708410298813142,0.89,0.9,yes,0.3642474404150819,0.40380000000000005
KXBTCD-26SEP0914,KXBTCD-26SEP0914-T78399.99,1800,1788975000,0.9666349313219369,0.98,0.99,yes,0.3411631087311706,0.40369999999999995
KXBTCD-26SEP0914,KXBTCD-26SEP0914-T78399.99,600,1788976200,0.9937116102822008,0.99,1.0,yes,0.38899253016820107,0.40149999999999997
KXBTCD-26SEP0914,KXBTCD-26SEP0914-T78399.99,120,1788976680,0.9999999999857971,0.99,1.0,yes,1.0376963228863314,0.4018
KXBTCD-26SEP0913,KXBTCD-26SEP0913-T78799.99,3600,1788969600,0.2724810375695733,0.25,0.26,no,122.95741343600602,0.4032
KXBTCD-26SEP0913,KXBTCD-26SEP0913-T78799.99,1800,1788971400,0.35801612861239346,0.2,0.21,no,217.92869467254187,0.4036
KXBTCD-26SEP0913,KXBTCD-26SEP0913-T78799.99,600,1788972600,0.38766579684457547,0.27,0.28,no,273.89220150049704,0.4039
KXBTCD-26SEP0913,KXBTCD-26SEP0913-T78799.99,120,1788973080,0.487051485571649,0.1,0.11,no,1285.2458070762373,0.40369999999999995
KXBTCD-26SEP0912,KXBTCD-26SEP0912-T78799.99,3600,1788966000,0.9615416046850769,0.88,0.89,no,0.5977252934456738,0.40619999999999995
KXBTCD-26SEP0912,KXBTCD-26SEP0912-T78799.99,1800,1788967800,0.06647255707316851,0.11,0.12,no,317.26151752916167,0.4032
KXBTCD-26SEP0912,KXBTCD-26SEP0912-T78799.99,600,1788969000,0.09604532204374183,0.1,0.11,no,574.3643328536116,0.4033
KXBTCD-26SEP0912,KXBTCD-26SEP0912-T78799.99,120,1788969480,0.0018673145564363502,0.0,0.01,no,2640.493508866006,0.4032
KXBTCD-26SEP0911,KXBTCD-26SEP0911-T78599.99,3600,1788962400,0.9237190783682696,0.87,0.88,yes,0.5044733709001575,0.406
KXBTCD-26SEP0911,KXBTCD-26SEP0911-T78599.99,1800,1788964200,0.9963209061251093,0.96,0.97,yes,0.5967514813089319,0.40369999999999995
KXBTCD-26SEP0911,KXBTCD-26SEP0911-T78599.99,600,1788965400,0.9997900425645442,0.99,1.0,yes,0.5557017405887877,0.40590000000000004
KXBTCD-26SEP0911,KXBTCD-26SEP0911-T78599.99,120,1788965880,0.9999999639647205,0.99,1.0,yes,0.8499694458607419,0.40659999999999996
KXBTCD-26SEP0910,KXBTCD-26SEP0910-T78999.99,3600,1788958800,0.9392203907563883,0.89,0.91,yes,0.49283477667131226,0.4082
KXBTCD-26SEP0910,KXBTCD-26SEP0910-T78999.99,1800,1788960600,0.9928623927361455,0.97,0.98,yes,0.5096338989645254,0.4078
KXBTCD-26SEP0910,KXBTCD-26SEP0910-T78999.99,600,1788961800,0.9923049300826419,0.94,0.95,yes,0.6146505680539288,0.4056
KXBTCD-26SEP0910,KXBTCD-26SEP0910-T78999.99,120,1788962280,0.9996946962290407,0.99,1.0,yes,0.5395583650113112,0.4056
KXBTCD-26SEP0909,KXBTCD-26SEP0909-T79099.99,3600,1788955200,0.8055943997990881,0.81,0.82,yes,0.39103310794696483,0.4067
KXBTCD-26SEP0909,KXBTCD-26SEP0909-T79099.99,1800,1788957000,0.9081373303415322,0.89,0.9,yes,0.4323984447468113,0.4078
KXBTCD-26SEP0909,KXBTCD-26SEP0909-T79099.99,600,1788958200,0.9999157412883559,0.98,0.99,yes,0.7076655480735882,0.40840000000000004
KXBTCD-26SEP0909,KXBTCD-26SEP0909-T79099.99,120,1788958680,0.9999999999999998,0.99,1.0,yes,1.2834672709335708,0.4082
KXBTCD-26SEP0908,KXBTCD-26SEP0908-T79599.99,3600,1788951600,0.023964913743691307,0.01,0.02,no,405.8496712296918,0.40490000000000004
KXBTCD-26SEP0908,KXBTCD-26SEP0908-T79599.99,1800,1788953400,0.007357186411575178,0.0,0.01,no,681.505233331212,0.406
KXBTCD-26SEP0908,KXBTCD-26SEP0908-T79599.99,600,1788954600,0.0088831649431666,0.0,0.01,no,1180.693803919307,0.40619999999999995
KXBTCD-26SEP0908,KXBTCD-26SEP0908-T79599.99,120,1788955080,3.635551396607983e-05,0.0,0.01,no,2640.321260698782,0.4065
KXBTCD-26SEP0907,KXBTCD-26SEP0907-T79299.99,3600,1788948000,0.20240174747048156,0.11,0.12,no,224.4152750129796,0.40340000000000004
KXBTCD-26SEP0907,KXBTCD-26SEP0907-T79299.99,1800,1788949800,0.23074910242334307,0.09,0.1,no,346.7182732965881,0.4036
KXBTCD-26SEP0907,KXBTCD-26SEP0907-T79299.99,600,1788951000,0.019755291511497686,0.0,0.01,no,1180.7448127365972,0.4039
KXBTCD-26SEP0907,KXBTCD-26SEP0907-T79299.99,120,1788951480,7.694310744099653e-10,0.0,0.01,no,2639.997437075518,0.405
KXBTCD-26SEP0906,KXBTCD-26SEP0906-T78899.99,3600,1788944400,0.9892563309474951,0.98,1.0,yes,0.3969409784332852,0.40159999999999996
KXBTCD-26SEP0906,KXBTCD-26SEP0906-T78899.99,1800,1788946200,0.9845146596232575,0.99,1.0,yes,0.33610531512734937,0.4012
KXBTCD-26SEP0906,KXBTCD-26SEP0906-T78899.99,600,1788947400,0.8329722857046947,0.85,0.86,yes,0.3674134310538042,0.40240000000000004
KXBTCD-26SEP0906,KXBTCD-26SEP0906-T78899.99,120,1788947880,0.8613684456480787,0.84,0.85,yes,0.4316949722367581,0.40340000000000004
KXBTCD-26SEP0905,KXBTCD-26SEP0905-T78999.99,3600,1788940800,0.8027697886584695,0.91,0.92,yes,0.2509780099833129,0.40380000000000005
KXBTCD-26SEP0905,KXBTCD-26SEP0905-T78999.99,1800,1788942600,0.9974443455882462,0.98,0.99,yes,0.5177155739749723,0.4014
KXBTCD-26SEP0905,KXBTCD-26SEP0905-T78999.99,600,1788943800,0.9999977151964737,0.99,1.0,yes,0.7138100614246946,0.40130000000000005
KXBTCD-26SEP0905,KXBTCD-26SEP0905-T78999.99,120,1788944280,1.0,0.99,1.0,yes,1.8181364086555845,0.40159999999999996
KXBTCD-26SEP0904,KXBTCD-26SEP0904-T79699.99,3600,1788937200,0.06667333821944416,0.01,0.02,no,405.93915032056805,0.4044
KXBTCD-26SEP0904,KXBTCD-26SEP0904-T79699.99,1800,1788939000,0.047277345154212114,0.0,0.01,no,681.6281345404486,0.4032
KXBTCD-26SEP0904,KXBTCD-26SEP0904-T79699.99,600,1788940200,0.0006909117754548277,0.0,0.01,no,1180.566243957723,0.40369999999999995
KXBTCD-26SEP0904,KXBTCD-26SEP0904-T79699.99,120,1788940680,3.5713654256142036e-11,0.0,0.01,no,2639.926877899003,0.4032
KXBTCD-26SEP0903,KXBTCD-26SEP0903-T79299.99,3600,1788933600,0.15409688154860107,0.05,0.06,no,298.90758560483397,0.4048
KXBTCD-26SEP0903,KXBTCD-26SEP0903-T79299.99,1800,1788935400,0.36010450219207457,0.14,0.15,no,279.9760177532536,0.405
KXBTCD-26SEP0903,KXBTCD-26SEP0903-T79299.99,600,1788936600,0.18446088118100457,0.02,0.03,no,898.4961363494851,0.4045
KXBTCD-26SEP0903,KXBTCD-26SEP0903-T79299.99,120,1788937080,0.03791280365927774,0.0,0.01,no,2640.6686524188844,0.4045
KXBTCD-26SEP0902,KXBTCD-26SEP0902-T79199.99,3600,1788930000,0.4206648428406087,0.32,0.33,no,84.7634201818103,0.4029
KXBTCD-26SEP0902,KXBTCD-26SEP0902-T79199.99,1800,1788931800,0.3603289649142739,0.32,0.33,no,119.8031981595901,0.40619999999999995
KXBTCD-26SEP0902,KXBTCD-26SEP0902-T79199.99,600,1788933000,0.012405702607942048,0.0,0.01,no,1180.7156223455463,0.40399999999999997
KXBTCD-26SEP0902,KXBTCD-26SEP0902-T79199.99,120,1788933480,6.214039082730327e-05,0.0,0.01,no,2640.344571776814,0.4046
KXBTCD-26SEP0901,KXBTCD-26SEP0901-T78999.99,3600,1788926400,0.26375987622421393,0.11,0.12,yes,224.4841653318309,0.40130000000000005
KXBTCD-26SEP0901,KXBTCD-26SEP0901-T78999.99,1800,1788928200,0.3401460834407607,0.17,0.18,yes,247.23353627535872,0.4022
KXBTCD-26SEP0901,KXBTCD-26SEP0901-T78999.99,600,1788929400,0.8629759542900848,0.8,0.81,yes,0.5120192928479367,0.40259999999999996
KXBTCD-26SEP0901,KXBTCD-26SEP0901-T78999.99,120,1788929880,0.9989688278626222,0.99,1.0,yes,0.4817868331373394,0.4028
KXBTCD-26SEP0900,KXBTCD-26SEP0900-T79199.99,3600,1788922800,0.08673407209911133,0.0,0.02,no,435.23372947709004,0.40159999999999996
KXBTCD-26SEP0900,KXBTCD-26SEP0900-T79199.99,1800,1788924600,0.006102322830036477,0.0,0.01,no,681.499356274185,0.4012
KXBTCD-26SEP0900,KXBTCD-26SEP0900-T79199.99,600,1788925800,3.117402613356246e-05,0.0,0.01,no,1180.4436408590414,0.40130000000000005
KXBTCD-26SEP0900,KXBTCD-26SEP0900-T79199.99,120,1788926280,0.0,0.0,0.01,no,2639.615543433423,0.40130000000000005
KXBTCD-26SEP0823,KXBTCD-26SEP0823-T78599.99,3600,1788919200,0.820210254938128,0.89,0.9,yes,0.2935352546669497,0.4012
KXBTCD-26SEP0823,KXBTCD-26SEP0823-T78599.99,1800,1788921000,0.8293467249707913,0.92,0.93,yes,0.26557888674722574,0.4014
KXBTCD-26SEP0823,KXBTCD-26SEP0823-T78599.99,600,1788922200,0.9117788066663205,0.98,0.99,yes,0.25032572579527884,0.4017
KXBTCD-26SEP0823,KXBTCD-26SEP0823-T78599.99,120,1788922680,0.9968523120707802,0.99,1.0,yes,0.4261510762445169,0.4018
KXBTCD-26SEP0822,KXBTCD-26SEP0822-T78699.99,3600,1788915600,0.5686479849802158,0.59,0.6,yes,0.28991459152155885,0.4007
KXBTCD-26SEP0822,KXBTCD-26SEP0822-T78699.99,1800,1788917400,0.560362607482922,0.57,0.58,yes,0.3225378637996739,0.40020000000000006
KXBTCD-26SEP0822,KXBTCD-26SEP0822-T78699.99,600,1788918600,0.9180830930118766,0.98,0.99,yes,0.2573697245896289,0.401
KXBTCD-26SEP0822,KXBTCD-26SEP0822-T78699.99,120,1788919080,0.9921547072270376,0.99,1.0,yes,0.3764121398572011,0.40130000000000005
KXBTCD-26SEP0821,KXBTCD-26SEP0821-T78899.99,3600,1788912000,0.10318095353334161,0.02,0.03,no,366.62797210340034,0.3993
KXBTCD-26SEP0821,KXBTCD-26SEP0821-T78899.99,1800,1788913800,0.12650431413369317,0.03,0.04,no,479.4079639219225,0.4004
KXBTCD-26SEP0821,KXBTCD-26SEP0821-T78899.99,600,1788915000,0.21301800704416263,0.02,0.03,no,898.5189610759629,0.4004
KXBTCD-26SEP0821,KXBTCD-26SEP0821-T78899.99,120,1788915480,0.06773469932491083,0.0,0.01,no,2640.715235115273,0.4007
KXBTCD-26SEP0820,KXBTCD-26SEP0820-T78799.99,3600,1788908400,0.25829963098545206,0.08,0.09,no,256.6729556851781,0.402
KXBTCD-26SEP0820,KXBTCD-26SEP0820-T78799.99,1800,1788910200,0.08565737594878353,0.01,0.02,no,574.2281417646437,0.3997
KXBTCD-26SEP0820,KXBTCD-26SEP0820-T78799.99,600,1788911400,0.006628790551506114,0.0,0.01,no,1180.683756937786,0.3992
KXBTCD-26SEP0820,KXBTCD-26SEP0820-T78799.99,120,1788911880,3.377552521000027e-08,0.0,0.01,no,2640.1107137133085,0.3992
KXBTCD-26SEP0819,KXBTCD-26SEP0819-T78499.99,3600,1788904800,0.5697443296096965,0.56,0.57,yes,0.4309578294110787,0.4021
KXBTCD-26SEP0819,KXBTCD-26SEP0819-T78499.99,1800,1788906600,0.50442651269423,0.45,0.46,yes,29.969102713303766,0.4023
KXBTCD-26SEP0819,KXBTCD-26SEP0819-T78499.99,600,1788907800,0.6332131744533498,0.72,0.73,yes,0.2294182757783831,0.4022
KXBTCD-26SEP0819,KXBTCD-26SEP0819-T78499.99,120,1788908280,0.9245381603650232,0.98,0.99,yes,0.2661711158756505,0.4021
KXBTCD-26SEP0818,KXBTCD-26SEP0818-T78599.99,3600,1788901200,0.39029152864148264,0.27,0.28,no,111.70790465114062,0.40299999999999997
KXBTCD-26SEP0818,KXBTCD-26SEP0818-T78599.99,1800,1788903000,0.4685752852727495,0.3,0.31,no,134.9687661071446,0.40270000000000006
KXBTCD-26SEP0818,KXBTCD-26SEP0818-T78599.99,600,1788904200,0.16349574426052443,0.11,0.12,no,550.0592758744368,0.40240000000000004
KXBTCD-26SEP0818,KXBTCD-26SEP0818-T78599.99,120,1788904680,0.03207509621151189,0.0,0.01,no,2640.6585589618358,0.402
KXBTCD-26SEP0817,KXBTCD-26SEP0817-T78499.99,3600,1788897600,0.4596642566058877,0.39,0.41,no,47.26580875296779,0.4029
KXBTCD-26SEP0817,KXBTCD-26SEP0817-T78499.99,1800,1788899400,0.5887904380302317,0.7,0.71,no,0.16875325379002487,0.4029
KXBTCD-26SEP0817,KXBTCD-26SEP0817-T78499.99,600,1788900600,0.631561314960546,0.51,0.52,no,3.0656850921986094,0.4031
KXBTCD-26SEP0817,KXBTCD-26SEP0817-T78499.99,120,1788901080,0.6300250362794427,0.54,0.55,no,1.1728770029032733,0.40299999999999997
KXBTCD-26SEP0816,KXBTCD-26SEP0816-T78499.99,3600,1788894000,0.42306308037514906,0.35,0.36,no,69.4001665625619,0.4008
KXBTCD-26SEP0816,KXBTCD-26SEP0816-T78499.99,1800,1788895800,0.45766106877767687,0.43,0.44,no,43.06564204452231,0.4021
KXBTCD-26SEP0816,KXBTCD-26SEP0816-T78499.99,600,1788897000,0.13451010237319244,0.15,0.16,no,465.0608853441658,0.4023
KXBTCD-26SEP0816,KXBTCD-26SEP0816-T78499.99,120,1788897480,0.031081949039357404,0.0,0.01,no,2640.6556511245126,0.40299999999999997
KXBTCD-26SEP0815,KXBTCD-26SEP0815-T78499.99,3600,1788890400,0.5698136522164892,0.56,0.57,no,0.4274171860118128,0.39840000000000003
KXBTCD-26SEP0815,KXBTCD-26SEP0815-T78499.99,1800,1788892200,0.8427495486993208,0.93,0.94,no,0.2661436032777714,0.4003
KXBTCD-26SEP0815,KXBTCD-26SEP0815-T78499.99,600,1788893400,0.2746130721857515,0.1,0.11,no,574.5928367657069,0.4006
KXBTCD-26SEP0815,KXBTCD-26SEP0815-T78499.99,120,1788893880,0.16374297471409938,0.0,0.01,no,2640.79527060478,0.4004
KXBTCD-26SEP0814,KXBTCD-26SEP0814-T78399.99,3600,1788886800,0.8781415409416471,0.92,0.93,yes,0.3230737058193485,0.3987
KXBTCD-26SEP0814,KXBTCD-26SEP0814-T78399.99,1800,1788888600,0.8282096047873111,0.87,0.88,yes,0.32867555000811277,0.39899999999999997
KXBTCD-26SEP0814,KXBTCD-26SEP0814-T78399.99,600,1788889800,0.8737394897865967,0.9,0.91,yes,0.3475505758236162,0.39799999999999996
KXBTCD-26SEP0814,KXBTCD-26SEP0814-T78399.99,120,1788890280,0.9850951202660292,0.99,1.0,yes,0.33605180203714097,0.39840000000000003
KXBTCD-26SEP0813,KXBTCD-26SEP0813-T78499.99,3600,1788883200,0.8385181661280294,0.86,0.87,yes,0.357491250131474,0.39880000000000004
KXBTCD-26SEP0813,KXBTCD-26SEP0813-T78499.99,1800,1788885000,0.7235916447708577,0.78,0.79,yes,0.2995102198305047,0.3978
KXBTCD-26SEP0813,KXBTCD-26SEP0813-T78499.99,600,1788886200,0.9966698385586439,0.99,1.0,yes,0.4200794249014569,0.39880000000000004
KXBTCD-26SEP0813,KXBTCD-26SEP0813-T78499.99,120,1788886680,0.9999877152976681,0.99,1.0,yes,0.6528936598827226,0.3987
KXBTCD-26SEP0812,KXBTCD-26SEP0812-T78799.99,3600,1788879600,0.25618155059704845,0.21,0.22,yes,147.4008299480481,0.39520000000000005
KXBTCD-26SEP0812,KXBTCD-26SEP0812-T78799.99,1800,1788881400,0.08194301955327099,0.05,0.06,yes,422.73851633265133,0.39640000000000003
KXBTCD-26SEP0812,KXBTCD-26SEP0812-T78799.99,600,1788882600,0.4001408313510846,0.35,0.36,yes,170.23287853773283,0.3981
KXBTCD-26SEP0812,KXBTCD-26SEP0812-T78799.99,120,1788883080,0.8937059858855015,0.97,0.98,yes,0.25379965628118034,0.39899999999999997
KXBTCD-26SEP0811,KXBTCD-26SEP0811-T78899.99,3600,1788876000,0.0025661152852770597,0.0,0.03,no,405.711066386634,0.3934
KXBTCD-26SEP0811,KXBTCD-26SEP0811-T78899.99,1800,1788877800,0.00530677665003465,0.02,0.03,no,518.3387971766684,0.395
KXBTCD-26SEP0811,KXBTCD-26SEP0811-T78899.99,600,1788879000,0.009485367218429075,0.01,0.02,no,994.6009445426528,0.3954
KXBTCD-26SEP0811,KXBTCD-26SEP0811-T78899.99,120,1788879480,6.934958329818386e-09,0.0,0.01,no,2640.076288134583,0.3953
KXBTCD-26SEP0810,KXBTCD-26SEP0810-T78599.99,3600,1788872400,0.3158447169146349,0.3,0.31,no,95.10987946134169,0.3946
KXBTCD-26SEP0810,KXBTCD-26SEP0810-T78599.99,1800,1788874200,0.14520699283513755,0.15,0.16,no,268.34497553009703,0.3946
KXBTCD-26SEP0810,KXBTCD-26SEP0810-T78599.99,600,1788875400,8.542389018373342e-11,0.0,0.01,no,1180.0921761416193,0.3932
KXBTCD-26SEP0810,KXBTCD-26SEP0810-T78599.99,120,1788875880,0.0,0.0,0.01,no,2639.274566479694,0.3934
KXBTCD-26SEP0809,KXBTCD-26SEP0809-T77999.99,3600,1788868800,0.865124144522467,0.91,0.92,yes,0.3171793013161359,0.39409999999999995
KXBTCD-26SEP0809,KXBTCD-26SEP0809-T77999.99,1800,1788870600,0.9433371297819753,0.95,0.96,yes,0.3686751277124474,0.3947
KXBTCD-26SEP0809,KXBTCD-26SEP0809-T77999.99,600,1788871800,0.9976304336601329,0.99,1.0,yes,0.43241058733070087,0.3944
KXBTCD-26SEP0809,KXBTCD-26SEP0809-T77999.99,120,1788872280,0.9999999999930662,0.99,1.0,yes,1.0353930951929824,0.3947
KXBTCD-26SEP0808,KXBTCD-26SEP0808-T78499.99,3600,1788865200,0.5460314837358549,0.53,0.56,no,0.403661196977683,0.39490000000000003
KXBTCD-26SEP0808,KXBTCD-26SEP0808-T78499.99,1800,1788867000,0.3759775095198387,0.29,0.3,no,142.41360570986956,0.39409999999999995
KXBTCD-26SEP0808,KXBTCD-26SEP0808-T78499.99,600,1788868200,0.23700098765104793,0.12,0.13,no,527.2122239382305,0.3943
KXBTCD-26SEP0808,KXBTCD-26SEP0808-T78499.99,120,1788868680,0.15783947360937378,0.01,0.02,no,2224.7691179272333,0.39399999999999996
KXBTCD-26SEP0807,KXBTCD-26SEP0807-T78399.99,3600,1788861600,0.8437961105147229,0.93,0.94,yes,0.26451080307265273,0.396
KXBTCD-26SEP0807,KXBTCD-26SEP0807-T78399.99,1800,1788863400,0.9723296309198771,0.98,0.99,yes,0.3504349991978048,0.3968
KXBTCD-26SEP0807,KXBTCD-26SEP0807-T78399.99,600,1788864600,0.9822733765115523,0.98,0.99,yes,0.38321148195250865,0.3954
KXBTCD-26SEP0807,KXBTCD-26SEP0807-T78399.99,120,1788865080,0.9994098016096082,0.99,1.0,yes,0.4968597213307904,0.3946
KXBTCD-26SEP0806,KXBTCD-26SEP0806-T78599.99,3600,1788858000,0.23664784702369673,0.12,0.13,yes,215.08867611918186,0.3936
KXBTCD-26SEP0806,KXBTCD-26SEP0806-T78599.99,1800,1788859800,0.28305183294688085,0.16,0.17,yes,257.6414939464762,0.3946
KXBTCD-26SEP0806,KXBTCD-26SEP0806-T78599.99,600,1788861000,0.9159404395981783,0.94,0.95,yes,0.34164920250319825,0.3961
KXBTCD-26SEP0806,KXBTCD-26SEP0806-T78599.99,120,1788861480,0.9896044030629271,0.99,1.0,yes,0.35541356903911436,0.396
KXBTCD-26SEP0805,KXBTCD-26SEP0805-T78799.99,3600,1788854400,0.09156085095106092,0.06,0.07,no,283.08491501064196,0.3862
KXBTCD-26SEP0805,KXBTCD-26SEP0805-T78799.99,1800,1788856200,0.06012695751366948,0.03,0.04,no,479.32936372426224,0.3861
KXBTCD-26SEP0805,KXBTCD-26SEP0805-T78799.99,600,1788857400,0.003354445902322478,0.0,0.01,no,1180.6548061389262,0.3922
KXBTCD-26SEP0805,KXBTCD-26SEP0805-T78799.99,120,1788857880,2.8700208876131228e-11,0.0,0.01,no,2639.946943389822,0.3933
KXBTCD-26SEP0804,KXBTCD-26SEP0804-T78399.99,3600,1788850800,0.3793037123772341,0.34,0.35,yes,74.36391665141483,0.3874
KXBTCD-26SEP0804,KXBTCD-26SEP0804-T78399.99,1800,1788852600,0.568529181591904,0.61,0.62,yes,0.23029178817543305,0.38789999999999997
KXBTCD-26SEP0804,KXBTCD-26SEP0804-T78399.99,600,1788853800,0.06996477338280682,0.08,0.09,yes,628.7656811630579,0.387
KXBTCD-26SEP0804,KXBTCD-26SEP0804-T78399.99,120,1788854280,0.7915509320229863,0.58,0.59,yes,1.45212739730144,0.3864
KXBTCD-26SEP0803,KXBTCD-26SEP0803-T78499.99,3600,1788847200,0.6011552134253202,0.63,0.64,no,0.29049012976710675,0.3897
KXBTCD-26SEP0803,KXBTCD-26SEP0803-T78499.99,1800,1788849000,0.3049820808976292,0.23,0.24,no,190.9855553680992,0.3881
KXBTCD-26SEP0803,KXBTCD-26SEP0803-T78499.99,600,1788850200,0.13607887883545533,0.05,0.06,no,732.5362800870628,0.3876
KXBTCD-26SEP0803,KXBTCD-26SEP0803-T78499.99,120,1788850680,0.000844264545604656,0.0,0.01,no,2640.475248272953,0.3873
KXBTCD-26SEP0802,KXBTCD-26SEP0802-T78299.99,3600,1788843600,0.8450558101947623,0.89,0.9,yes,0.31549454215468536,0.3892
KXBTCD-26SEP0802,KXBTCD-26SEP0802-T78299.99,1800,1788845400,0.9816183548425421,0.98,0.99,yes,0.3744692275319067,0.38909999999999995
KXBTCD-26SEP0802,KXBTCD-26SEP0802-T78299.99,600,1788846600,0.9985444033811602,0.99,1.0,yes,0.4488426252526925,0.3884
KXBTCD-26SEP0802,KXBTCD-26SEP0802-T78299.99,120,1788847080,0.9999909657044761,0.99,1.0,yes,0.648227681158057,0.3895
KXBTCD-26SEP0801,KXBTCD-26SEP0801-T78599.99,3600,1788840000,0.8260734834324992,0.93,0.94,yes,0.24194809047840174,0.3897
KXBTCD-26SEP0801,KXBTCD-26SEP0801-T78599.99,1800,1788841800,0.8193018616964585,0.89,0.9,yes,0.28351360091655925,0.38909999999999995
KXBTCD-26SEP0801,KXBTCD-26SEP0801-T78599.99,600,1788843000,0.9431919133814659,0.99,1.0,yes,0.23913734628028466,0.3892
KXBTCD-26SEP0801,KXBTCD-26SEP0801-T78599.99,120,1788843480,0.9613863761713115,0.98,0.99,yes,0.31684935053409824,0.38909999999999995
KXBTCD-26SEP0800,KXBTCD-26SEP0800-T78699.99,3600,1788836400,0.7520939930689319,0.88,0.89,yes,0.22140560076326768,0.38939999999999997
KXBTCD-26SEP0800,KXBTCD-26SEP0800-T78699.99,1800,1788838200,0.7554126112560511,0.64,0.65,yes,0.7199665299604963,0.38909999999999995
KXBTCD-26SEP0800,KXBTCD-26SEP0800-T78699.99,600,1788839400,0.9621035833041076,0.95,0.96,yes,0.4081246070966441,0.3897
KXBTCD-26SEP0800,KXBTCD-26SEP0800-T78699.99,120,1788839880,0.9996984894338508,0.99,1.0,yes,0.5189220598770129,0.3897
KXBTCD-26SEP0723,KXBTCD-26SEP0723-T78899.99,3600,1788832800,0.9398762067705038,0.98,0.99,yes,0.2766174095732815,0.3861
KXBTCD-26SEP0723,KXBTCD-26SEP0723-T78899.99,1800,1788834600,0.9219295822724242,0.98,0.99,yes,0.25331847208825975,0.3874
KXBTCD-26SEP0723,KXBTCD-26SEP0723-T78899.99,600,1788835800,0.927854133240475,0.98,0.99,yes,0.26139079375824115,0.3884
KXBTCD-26SEP0723,KXBTCD-26SEP0723-T78899.99,120,1788836280,0.5431078379600535,0.96,0.97,yes,0.023342994311942485,0.3893
KXBTCD-26SEP0722,KXBTCD-26SEP0722-T78899.99,3600,1788829200,0.893940527792315,0.96,0.97,yes,0.2668747057443324,0.3872
KXBTCD-26SEP0722,KXBTCD-26SEP0722-T78899.99,1800,1788831000,0.9731345064740429,0.98,0.99,yes,0.34361536077078814,0.3865
KXBTCD-26SEP0722,KXBTCD-26SEP0722-T78899.99,600,1788832200,0.9994649853029132,0.99,1.0,yes,0.4902895375840135,0.3861
KXBTCD-26SEP0722,KXBTCD-26SEP0722-T78899.99,120,1788832680,1.0,0.99,1.0,yes,1.3918330326727968,0.3862
KXBTCD-26SEP0721,KXBTCD-26SEP0721-T79399.99,3600,1788825600,0.17488973670638286,0.05,0.06,no,298.93869684170875,0.38799999999999996
KXBTCD-26SEP0721,KXBTCD-26SEP0721-T79399.99,1800,1788827400,0.03293167560216603,0.01,0.02,no,574.1504689186636,0.38880000000000003
KXBTCD-26SEP0721,KXBTCD-26SEP0721-T79399.99,600,1788828600,0.13066264337450267,0.04,0.05,no,777.1160415655307,0.3875
KXBTCD-26SEP0721,KXBTCD-26SEP0721-T79399.99,120,1788829080,0.03578574316023986,0.0,0.01,no,2640.6765353847504,0.3873
KXBTCD-26SEP0720,KXBTCD-26SEP0720-T79299.99,3600,1788822000,0.14745445972830867,0.04,0.05,no,317.12158854757325,0.3881
KXBTCD-26SEP0720,KXBTCD-26SEP0720-T79299.99,1800,1788823800,0.09528640137725908,0.03,0.04,no,479.38008391504053,0.3882
KXBTCD-26SEP0720,KXBTCD-26SEP0720-T79299.99,600,1788825000,0.13717668809898736,0.04,0.05,no,777.1225557146224,0.3881
KXBTCD-26SEP0720,KXBTCD-26SEP0720-T79299.99,120,1788825480,0.00240346219498061,0.0,0.01,no,2640.5227933231135,0.38789999999999997
KXBTCD-26SEP0719,KXBTCD-26SEP0719-T79099.99,3600,1788818400,0.5630728712012162,0.65,0.66,no,0.15540157357395085,0.3862
KXBTCD-26SEP0719,KXBTCD-26SEP0719-T79099.99,1800,1788820200,0.4170246030222773,0.45,0.46,no,29.19590810597074,0.3861
KXBTCD-26SEP0719,KXBTCD-26SEP0719-T79099.99,600,1788821400,0.14141950260434627,0.03,0.04,no,830.5663155646812,0.38789999999999997
KXBTCD-26SEP0719,KXBTCD-26SEP0719-T79099.99,120,1788821880,0.00141726738257697,0.0,0.01,no,2640.497755303701,0.38799999999999996
KXBTCD-26SEP0718,KXBTCD-26SEP0718-T78899.99,3600,1788814800,0.8597294119571346,0.97,0.98,yes,0.21335612775332358,0.387
